Satellite Date/Time UTC,Solar Panel Voltage X mV,Solar Panel Voltage Y mV,Solar Panel Voltage Z mV,Total Photo Current mA,Battery Voltage mV,Total System Current mA,Boost Converter Temp 1 C,Boost Converter Temp 2 C,Boost Converter Temp 3 C,Battery Temp C,Sun Sensor X+,Sun Sensor Y+,Sun Sensor Z+,Solar Panel Temp X+ C,Solar Panel Temp X- C,Solar Panel Temp Y+ C,Solar Panel Temp Y- C,3.3 Bus Voltage mV,3.3 Bus Current mA,5.0 Bus Voltage mV,RF Temperature C,Receive Current mA,RF Current 3.3V Bus mA,RF Current 5.0V Bus mA,PA Device Temperature C,PA Bus Current mA,Antenna Temp 0 C,Antenna Temp 1 C
2019-03-21 17:52:21.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:52:26.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:52:31.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:52:36.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:52:41.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:52:46.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:52:51.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:52:56.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:53:01.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:53:06.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:53:11.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:53:16.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:53:21.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:53:26.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:53:31.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:53:36.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:53:41.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:53:46.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:53:51.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:53:56.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:54:01.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:54:06.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:54:11.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:54:16.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:54:21.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:54:26.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:54:31.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:54:36.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:54:41.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:54:46.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:54:51.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:54:56.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:55:01.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 17:55:06.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
