Satellite Date/Time UTC,Solar Panel Voltage X mV,Solar Panel Voltage Y mV,Solar Panel Voltage Z mV,Total Photo Current mA,Battery Voltage mV,Total System Current mA,Boost Converter Temp 1 C,Boost Converter Temp 2 C,Boost Converter Temp 3 C,Battery Temp C,Sun Sensor X+,Sun Sensor Y+,Sun Sensor Z+,Solar Panel Temp X+ C,Solar Panel Temp X- C,Solar Panel Temp Y+ C,Solar Panel Temp Y- C,3.3 Bus Voltage mV,3.3 Bus Current mA,5.0 Bus Voltage mV,RF Temperature C,Receive Current mA,RF Current 3.3V Bus mA,RF Current 5.0V Bus mA,PA Device Temperature C,PA Bus Current mA,Antenna Temp 0 C,Antenna Temp 1 C
2019-03-21 18:21:51.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:21:56.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:22:01.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:22:06.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:22:11.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:22:16.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:22:21.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:22:26.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:22:31.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:22:36.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:22:41.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:22:46.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:22:51.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:22:56.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:23:01.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:23:06.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:23:11.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:23:16.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:23:21.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:23:26.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:23:31.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:23:36.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:23:41.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:23:46.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:23:51.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:23:56.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:24:01.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:24:06.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:24:11.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:24:16.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:24:21.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:24:26.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:24:31.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:24:36.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:24:41.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:24:46.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:24:51.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:24:56.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:25:01.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:25:06.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:25:11.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:25:16.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:25:21.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:25:26.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:25:31.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:25:36.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:25:41.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:25:46.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:25:51.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:25:56.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:26:01.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:26:06.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:26:11.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:26:16.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:26:21.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:26:26.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:26:31.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:26:36.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:26:41.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:26:46.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:26:51.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:26:56.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:27:01.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:27:06.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:27:11.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:27:16.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:27:21.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:27:26.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:27:31.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:27:36.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:27:41.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:27:46.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:27:51.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:27:56.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:28:01.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:28:06.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:28:11.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:28:16.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:28:21.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:28:26.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:28:31.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:28:36.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:28:41.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:28:46.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:28:51.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:28:56.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:29:01.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:29:06.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:29:11.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:29:16.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:29:21.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:29:26.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:29:31.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:29:36.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:29:41.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:29:46.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:29:51.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:29:56.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:30:01.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:30:06.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:30:11.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:30:16.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:30:21.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:30:26.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:30:31.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:30:36.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:30:41.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:30:46.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:30:51.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:30:56.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:31:01.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:31:06.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:31:11.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:31:16.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:31:21.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:31:26.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:31:31.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:31:36.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:31:41.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:31:46.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:31:51.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:31:56.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:32:01.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:32:06.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:32:11.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:32:16.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
2019-03-21 18:32:21.0,4075,4494,4494,113,8282,146,22,22,22,22,2.82,0.00,3.93,20.59,22.58,21.64,20.68,3280.00,136.00,4956.00,25.70,41,59,29,34.9,39.9,15.3,14.1
